listing_id,sentiment_score
20283685,0.83
20285107,0.91
20285249,0.76
20292789,0.64
20293233,0.84
20303715,0.82
20307736,0.6
20309714,0.87
20310619,0.79
20310714,0.96
20319532,0.87
20320885,0.97
20326611,0.8
20330491,0.82
20350463,0.63
20350682,0.84
20356405,0.57
20357440,0.81
20358266,0.91
20358821,0.37
20358970,0.72
20359188,0.93
20360280,0.97
20360331,0.76
20360491,0.75
20360520,0.88
20361528,0.71
20362540,0.89
20384988,0.89
20394031,0.85
20394212,0.96
20401239,0.82
20403613,0.77
20405074,0.81
20408164,0.92
20411741,0.81
20413017,0.79
20413631,0.96
20417702,0.66
20417760,0.86
20418067,0.63
20418295,0.84
20419395,0.74
20420941,0.81
20426923,0.7
20434400,0.84
20437827,0.79
20438258,0.8
20439435,0.77
20439648,0.6
20449785,0.71
20455499,0.72
20457117,0.78
20458205,0.8
20458367,0.86
20459195,0.9
20462401,0.7
20465533,0.88
20466262,0.78
20469485,0.79
20473723,0.81
20473997,0.85
20474413,0.81
20478865,0.56
20479231,0.49
20479413,0.55
20481738,0.74
20491404,0.83
20491788,0.5
20493014,0.78
20498335,0.79
20505799,0.87
20511530,0.72
20518703,0.76
20522802,0.86
20524065,0.79
20524993,0.75
20536417,0.86
20540566,0.87
20540673,0.84
20541307,0.83
20541497,0.86
20541919,0.7
20542130,0.92
20549081,0.75
20551769,0.37
20555726,0.78
20556406,0.83
20557333,0.66
20565593,0.58
20567353,0.97
20569154,0.63
20572453,0.42
20572460,0.91
20573647,0.8
20574140,0.7
20574668,0.71
20587226,0.95
20588254,0.9
20588580,0.82
20588837,0.84
20589969,0.75
20597863,0.78
20597901,0.86
20598465,0.95
20599390,0.54
20599832,0.86
20600488,0.5
20601389,0.63
20601669,0.35
20603637,0.86
20605156,0.98
20605257,0.83
20605366,0.91
20606896,0.91
20607198,0.84
20607226,0.53
20612685,0.68
20615662,0.61
20619021,0.85
20619856,0.31
20620905,0.76
20621415,0.74
20622708,0.87
20623507,0.83
20624982,0.72
20633359,0.77
20634127,0.84
20634546,0.66
20636976,0.69
20639617,0.68
20640178,0.85
20641638,0.46
20642417,0.79
20650598,0.9
20652398,0.75
20653172,0.88
20653444,0.73
20653649,0.84
20654372,0.86
20662172,0.53
20663734,0.84
20665325,0.56
20665369,0.86
20668225,0.38
20672254,0.94
20674037,0.89
20675087,0.6
20675705,0.71
20677936,0.77
20678708,0.64
20688630,0.78
20692252,0.84
20695972,0.86
20696214,0.78
20696761,0.68
20697199,0.91
20697516,0.69
20697602,0.66
20698187,0.67
20698278,0.6
20699158,0.69
20699665,0.78
20704395,0.88
20708008,0.88
20708582,0.78
20711704,0.8
20712899,0.76
20720338,0.69
20723035,0.16
20723129,0.67
20724075,0.59
20724713,0.82
20726570,0.85
20728537,0.64
20728600,0.84
20729009,0.76
20729214,0.74
20730252,0.83
20730627,0.58
20732368,0.8
20733186,0.68
20733245,0.83
20741404,0.87
20744432,0.74
20744792,0.69
20745261,0.67
20746907,0.78
20747424,0.76
20747473,0.73
20747603,0.64
20748674,0.0
20757561,0.71
20758791,0.84
20759250,0.86
20759870,0.79
20760679,0.85
20768101,0.76
20771358,0.76
20771989,0.89
20772163,0.87
20774124,0.81
20775141,0.98
20775501,0.43
20776434,0.71
20785035,0.85
20794600,0.56
20796822,0.87
20798979,0.67
20799287,0.81
20800535,0.83
20801708,0.88
20803864,0.65
20804276,0.89
20808057,0.93
20816133,0.86
20816907,0.72
20817533,0.77
20818236,0.62
20818918,0.9
20819057,0.67
20819350,0.65
20819593,0.59
20828657,0.35
20828665,0.74
20829994,0.91
20830450,0.61
20830465,0.71
20831254,0.6
20844751,0.8
20847115,0.67
20848311,0.89
20849783,0.69
20856442,0.44
20856734,0.76
20859049,0.93
20859962,0.75
20862978,0.69
20864435,0.6
20864984,0.67
20873976,0.81
20874792,0.53
20876630,0.84
20876806,0.67
20880387,0.15
20881764,0.48
20881976,0.55
20887363,0.68
20887433,0.5
20887745,0.74
20888049,0.98
20894836,0.81
20897599,0.88
20899574,0.89
20900425,0.78
20901846,0.86
20902053,0.82
20902125,0.74
20902760,0.87
20903006,0.88
20903175,0.6
20903176,0.88
20904081,0.76
20904430,0.22
20904707,0.75
20910370,0.89
20911024,0.59
20912336,0.91
20913132,0.8
20913466,0.88
20913864,0.87
20918269,0.84
20918340,0.91
20927536,0.86
20928703,0.72
20930030,0.71
20930589,0.77
20933567,0.67
20942857,0.79
20945795,0.79
20946248,0.88
20946402,0.81
20946462,0.95
20946493,0.67
20947863,0.84
20948099,0.85
20953519,0.71
20959022,0.16
20960321,0.79
20966184,0.7
20968177,0.79
20968358,0.75
20968726,0.79
20968869,0.29
20970578,0.92
20970643,0.83
20970829,0.82
20971421,0.87
20980306,0.87
20980500,0.8
20980563,0.79
20982290,0.8
20982614,0.91
20983900,0.85
20984094,0.85
20985249,0.81
20989609,0.82
20990627,0.79
20993717,0.89
20995841,0.82
20995882,0.86
20996026,0.74
20997043,0.86
20997492,0.8
20997885,0.74
20998440,0.64
20998565,0.49
20998776,0.64
20999315,0.9
21011527,0.85
21013560,0.84
21014010,0.84
21014939,0.51
21019961,0.7
21022808,0.82
21024101,0.04
21025032,0.87
21026780,0.8
21026915,0.92
21027390,0.93
21037355,0.71
21038626,0.86
21039695,0.75
21041138,0.84
21045593,0.69
21051929,0.78
21056473,0.91
21059139,0.84
21062544,0.85
21063566,0.86
21068000,0.72
21068985,0.81
21074676,0.75
21075561,0.7
21076091,0.63
21077181,0.81
21078805,0.75
21091495,0.8
21100013,0.75
21105999,0.81
21107787,0.88
21108606,0.69
21111130,0.77
21111795,0.73
21112252,0.63
21113006,0.8
21113071,0.85
21121199,0.56
21126450,0.72
21128421,0.55
21134507,0.66
21134723,0.67
21136120,0.72
21137609,0.84
21140065,0.75
21141111,0.89
21142576,0.71
21147043,0.81
21148965,0.79
21149660,0.77
21151875,0.76
21153019,0.79
21157652,0.87
21160812,0.77
21161764,0.82
21162890,0.72
21163623,0.76
21169983,0.94
21170536,0.81
21170706,0.85
21173933,0.69
21174404,0.88
21174440,0.86
21174869,0.72
21185839,0.73
21186916,0.74
21188818,0.85
21190559,0.63
21190607,0.6
21191564,0.75
21197827,0.79
21199599,0.84
21205564,0.66
21206199,0.93
21209479,0.8
21212028,0.69
21215459,0.89
21215838,0.81
21215931,0.97
21218513,0.82
21218853,0.86
21219703,0.83
21223838,0.44
21226498,0.57
21228600,0.52
21228855,0.72
21229101,0.78
21229273,0.65
21229518,0.89
21229614,0.61
21230134,0.8
21231243,0.67
21234803,0.9
21238326,0.79
21238668,0.42
21239164,0.92
21239249,0.32
21242491,0.56
21242866,0.88
21244829,0.69
21245451,0.86
21250212,0.75
21254877,0.81
21256143,0.7
21261765,0.76
21263950,0.87
21264140,0.68
21264147,0.83
21264975,0.74
21266904,0.35
21271951,0.9
21275662,0.83
21278614,0.72
21281197,0.87
21281867,0.75
21282704,0.62
21289900,0.93
21290119,0.77
21293293,0.66
21294228,0.94
21295146,0.83
21295861,0.8
21295876,0.58
21296733,0.49
21298863,0.87
21299652,0.79
21305354,0.55
21305780,0.78
21310598,0.81
21311109,0.9
21312365,0.87
21312541,0.95
21313776,0.86
21324398,0.87
21325134,0.82
21325388,0.79
21344002,0.44
21347126,0.79
21347146,0.83
21355545,0.34
21356520,0.7
21363379,0.72
21363777,0.85
21365182,0.87
21377139,0.81
21380565,0.78
21382275,0.75
21383384,0.92
21383495,0.82
21383588,0.54
21385731,0.64
21391849,0.85
21397148,0.8
21397435,0.53
21397875,0.69
21398062,0.46
21398917,0.75
21407435,0.98
21408074,0.77
21409442,0.69
21409855,0.83
21410127,0.81
21412468,0.79
21412609,0.74
21412714,0.85
21413792,0.7
21414278,0.95
21422694,0.88
21427584,0.92
21428263,0.69
21435377,0.6
21440143,0.73
21440332,0.91
21441274,0.89
21444631,0.32
21446706,0.81
21447146,0.79
21448878,0.57
21456004,0.32
21458720,0.86
21462888,0.78
21470848,0.89
21472321,0.69
21472833,0.69
21476190,0.75
21476913,0.91
21476961,0.76
21480838,0.89
21482167,0.77
21487129,0.91
21487324,0.85
21497739,0.84
21500110,0.73
21501002,0.79
21504876,0.0
21504964,0.97
21505313,0.63
21505790,0.76
21507759,0.95
21509011,0.95
21511257,0.89
21514826,0.75
21515266,0.54
21515585,0.53
21516081,0.83
21516393,0.83
21516656,0.8
21518828,0.62
21524856,0.54
21525532,0.55
21527208,0.9
21528654,0.79
21532511,0.78
21535540,0.57
21536621,0.88
21538416,0.65
21544862,0.83
21547845,0.71
21547960,0.8
21549365,0.73
21549963,0.85
21550757,0.43
21562474,0.81
21564437,0.8
21567813,0.6
21567998,0.88
21568575,0.74
21569072,0.43
21569274,0.71
21575577,0.82
21577211,0.69
21579274,0.6
21581393,0.79
21581560,0.75
21583028,0.57
21584038,0.79
21586795,0.81
21592262,0.84
21593887,0.87
21595749,0.76
21596152,0.83
21596712,0.81
21597257,0.73
21600578,0.75
21606080,0.71
21607017,0.82
21611931,0.73
21613146,0.64
21613612,0.94
21627553,0.87
21631987,0.93
21643708,0.89
21644823,0.69
21644877,0.87
21645353,0.89
21646262,0.6
21648354,0.93
21650230,0.84
21656548,0.66
21658560,0.74
21660734,0.61
21663069,0.8
21663549,0.74
21663742,0.77
21665322,0.89
21666219,0.82
21666299,0.86
21668042,0.83
21681100,0.55
21682638,0.66
21692384,0.88
21695713,0.49
21696470,0.62
21696708,0.52
21697319,0.86
21699572,0.99
21701347,0.82
21701951,0.78
21703287,0.76
21710231,0.78
21713433,0.74
21715859,0.88
21717562,0.7
21723337,0.72
21724038,0.76
21725451,0.79
21727137,0.78
21727190,0.94
21727620,0.84
21736962,0.91
21745578,0.82
21746019,0.74
21748655,0.87
21748991,0.73
21752149,0.83
21752234,0.83
21755182,0.8
21755195,0.58
21755295,0.78
21758987,0.65
21759851,0.8
21764678,0.81
21768926,0.86
21771302,0.83
21779757,0.59
21781800,0.84
21784311,0.83
21784631,0.82
21785403,0.93
21786774,0.58
21787741,0.78
21800439,0.81
21808085,0.94
21813103,0.89
21813133,0.76
21816249,0.8
21820139,0.73
21822906,0.69
21825162,0.53
21828838,0.76
21829436,0.9
21834126,0.74
21834772,0.74
21837665,0.87
21839638,0.32
21844046,0.82
21844955,0.93
21850897,0.85
21853186,0.9
21861356,0.8
21862227,0.57
21863032,0.79
21865448,0.77
21865657,0.79
21866259,0.69
21866941,0.79
21869649,0.77
21879605,0.9
21879851,0.7
21881934,0.76
21883799,0.95
21883837,0.81
21884392,0.52
21895821,0.85
21895866,0.97
21897352,0.67
21906323,0.58
21907127,0.83
21908549,0.71
21908772,0.86
21912838,0.86
21919063,0.84
21925496,0.7
21926474,0.83
21927419,0.77
21927657,0.66
21937922,0.89
21937977,0.7
21938200,0.85
21942882,0.87
21943702,0.73
21945559,0.75
21948453,0.77
21949883,0.76
21951405,0.78
21954591,0.65
21956686,0.43
21956855,0.85
21957402,0.28
21961180,0.77
21961250,0.96
21963881,0.92
21965847,0.76
21975330,0.84
21976318,0.79
21976829,0.78
21977779,0.57
21977950,0.76
21978641,0.77
21984281,0.9
21984466,0.8
21985887,0.98
21993469,0.9
21995189,0.92
21996801,0.85
21997726,0.9
21999532,0.93
22000945,0.49
22001867,0.68
22016721,0.8
22017165,0.83
22020128,0.8
22025747,0.94
22025753,0.85
22026894,0.81
22029456,0.81
22032043,0.78
22033643,0.56
22034535,0.73
22036501,0.76
22043405,0.85
22048823,0.72
22049481,0.83
22050314,0.57
22050358,0.42
22050850,0.77
22051114,0.82
22051982,0.75
22052036,0.82
22052353,0.47
22059982,0.8
22062857,0.75
22063082,0.88
22063471,0.55
22064193,0.58
22065081,0.75
22065100,0.85
22065289,0.77
22065452,0.72
22075797,0.65
22081409,0.87
22088060,0.97
22094476,0.96
22094707,0.79
22099119,0.48
22100878,0.79
22102607,0.79
22103390,0.85
22106013,0.95
22106205,0.8
22118009,0.93
22122602,0.88
22122689,0.89
22123822,0.78
22126823,0.78
22131052,0.96
22135844,0.8
22142231,0.84
22143965,0.7
22144992,0.87
22147900,0.92
22151084,0.78
22151339,0.75
22153112,0.99
22162819,0.71
22162965,0.39
22164539,0.83
22173426,0.73
22175206,0.71
22176155,0.76
22176379,0.8
22176880,0.6
22178117,0.71
22187759,0.45
22191982,0.55
22192511,0.73
22192588,0.68
22192593,0.81
22193563,0.46
22193819,0.86
22204503,0.8
22208764,0.62
22208907,0.84
22210513,0.8
22210645,0.75
22214209,0.88
22226327,0.87
22226653,0.52
22226978,0.8
22227093,0.85
22228377,0.61
22228696,0.85
22229540,0.7
22229957,0.72
22230140,0.73
22230917,0.68
22231178,0.75
22233316,0.89
22242264,0.48
22242950,0.95
22244203,0.82
22249237,0.71
22250173,0.69
22250975,0.96
22251747,0.79
22258428,0.9
22258652,0.65
22260886,0.83
22266486,0.74
22267064,0.84
22269054,0.89
22278502,0.68
22278908,0.8
22281021,0.64
22283285,0.73
22292095,0.81
22292913,0.83
22294136,0.84
22295557,0.62
22295849,0.8
22298691,0.57
22298696,0.67
22304633,0.88
22306889,0.75
22307520,0.83
22309188,0.8
22310305,0.81
22310332,0.79
22314616,0.81
22318345,0.93
22324957,0.79
22326190,0.73
22326356,0.64
22327501,0.76
22329421,0.71
22330740,0.8
22336108,0.41
22339272,0.73
22344184,0.73
22344503,0.87
22345053,0.86
22353512,0.59
22355373,0.9
22355676,0.83
22357218,0.5
22360457,0.96
22362186,0.98
22370800,0.64
22373817,0.4
22376377,0.77
22376453,0.6
22377264,0.83
22388664,0.83
22389548,0.7
22391348,0.92
22402694,0.78
22402829,0.85
22408470,0.91
22419678,0.81
22422543,0.77
22424497,0.52
22429759,0.66
22431630,0.78
22434573,0.82
22434983,0.75
22438462,0.76
22441288,0.86
22445725,0.79
22450798,0.8
22456154,0.85
22462894,0.8
22463247,0.16
22463537,0.92
22466259,0.65
22467531,0.72
22468008,0.93
22468105,0.39
22468912,0.77
22470655,0.59
22471259,0.44
22479549,0.48
22483084,0.76
22485167,0.77
22492982,0.74
22494821,0.8
22496132,0.47
22496883,0.78
22497602,0.71
22498167,0.75
22498413,0.53
22498666,0.69
22504481,0.79
22504731,0.78
22505005,0.84
22505139,0.81
22505866,0.72
22506985,0.34
22507493,0.59
22507609,0.58
22512703,0.77
22513037,0.87
22516001,0.73
22518472,0.8
22519199,0.83
22527917,0.77
22530772,0.7
22532414,0.84
22538462,0.74
22542565,0.86
22544323,0.68
22544636,0.72
22544792,0.83
22545718,0.84
22550499,0.63
22551180,0.83
22551920,0.77
22564090,0.72
22564210,0.87
22572727,0.9
22573163,0.81
22573587,0.75
22587726,0.84
22599353,0.52
22600917,0.51
22608445,0.69
22610327,0.82
22612026,0.59
22616277,0.88
22618949,0.9
22631875,0.66
22633724,0.59
22634513,0.74
22637987,0.81
22644648,0.65
22646124,0.81
22647486,0.73
22654289,0.77
22654526,0.88
22657982,0.81
22659767,0.7
22659967,0.71
22660264,0.74
22666941,0.83
22671155,0.82
22672121,0.66
22673500,0.71
22673823,0.41
22675214,0.84
22681779,0.61
22687736,0.78
22689146,0.92
22692270,0.76
22692350,0.67
22696589,0.85
22698900,0.77
22702511,0.86
22702574,0.93
22704235,0.61
22704922,0.7
22706088,0.92
22713698,0.89
22715116,0.71
22716729,0.89
22718415,0.47
22718778,0.79
22723497,0.82
22724999,0.6
22726039,0.74
22728387,0.78
22729364,0.85
22729409,0.78
22729517,0.59
22730853,0.6
22731135,0.67
22731640,0.5
22731663,0.44
22732633,0.73
22733310,0.96
22733617,0.56
22735501,0.8
22736499,0.73
22739283,0.82
22743402,0.75
22751492,0.78
22752817,0.85
22754879,0.51
22766958,0.93
22770531,0.81
22772086,0.64
22784790,0.83
22787845,0.23
22790829,0.91
22791635,0.85
22792308,0.76
22794836,0.62
22795168,0.87
22796092,0.86
22812947,0.87
22814420,0.73
22817433,0.7
22832526,0.86
22841883,0.53
22842126,0.78
22846599,0.56
22847363,0.94
22849059,0.57
22850980,0.78
22851367,0.91
22855855,0.69
22856713,0.57
22857881,0.74
22858138,0.71
22858645,0.61
22858819,0.71
22862061,0.73
22864163,0.55
22865035,0.79
22865992,0.79
22877077,0.78
22877736,0.65
22880077,0.91
22882688,0.78
22883413,0.78
22888342,0.76
22888853,0.61
22895461,0.59
22902920,0.77
22903375,0.76
22904512,0.7
22905570,0.73
22906210,0.88
22906632,0.89
22907174,0.8
22908708,0.75
22918291,0.85
22924392,0.84
22924512,0.69
22925127,0.84
22928562,0.8
22936162,0.85
22938316,0.78
22938629,0.83
22940282,0.95
22942827,0.77
22943551,0.76
22945187,0.75
22957527,0.8
22967387,0.79
22968365,0.95
22973593,0.98
22976904,0.83
22982152,0.79
22984204,0.76
22984786,0.6
22986188,0.36
22988254,0.52
22998360,0.96
22998529,0.81
23000405,0.77
23001267,0.8
23001887,0.91
23002834,0.71
23002913,0.69
23003491,0.62
23005712,0.91
23007171,0.89
23013116,0.63
23013595,0.81
23020307,0.83
23024350,0.88
23038711,0.54
23038764,0.71
23038776,0.87
23039177,0.66
23039769,0.67
23041239,0.58
23041543,0.71
23041547,0.69
23041773,0.69
23041911,0.77
23045056,0.71
23045227,0.78
23053892,0.42
23055333,0.72
23056582,0.7
23057419,0.79
23062160,0.71
23065393,0.79
23071926,0.96
23073257,0.58
23073637,0.95
23076907,0.48
23077858,0.76
23085241,0.66
23089000,0.9
23090253,0.85
23090715,0.84
23102860,0.45
23105511,0.63
23109052,0.52
23109067,0.68
23110374,0.8
23111130,0.8
23121835,0.79
23122283,0.77
23123718,0.86
23125839,0.9
23125977,0.86
23126012,0.72
23126855,0.8
23131818,0.57
23139441,0.74
23139878,0.72
23141297,0.81
23144970,0.75
23147001,0.75
23149707,0.65
23149975,0.74
23150254,0.65
23150815,0.68
23150819,0.69
23151033,0.85
23155615,0.83
23156473,0.6
23160377,0.68
23161454,0.85
23164401,0.86
23172118,0.83
23181815,0.66
23182871,0.57
23184977,0.79
23187168,0.67
23187942,0.83
23189004,0.8
23190768,0.69
23203180,0.82
23205966,0.84
23218832,0.7
23219490,0.83
23220258,0.66
23221751,0.62
23222137,0.82
23223000,0.87
23223060,0.78
23223922,0.63
23230726,0.95
23231348,0.92
23231764,0.62
23231795,0.86
23234034,0.77
23234611,0.46
23236593,0.88
23237717,0.89
23241231,0.77
23247278,0.68
23248896,0.64
23256004,0.88
23258824,0.88
23265785,0.71
23272206,0.73
23274503,0.85
23274771,0.83
23276147,0.9
23276201,0.83
23277408,0.82
23288133,0.76
23291155,0.87
23291205,0.69
23291418,0.6
23292737,0.72
23292976,0.82
23300632,0.81
23301087,0.66
23304737,0.56
23305046,0.7
23305110,0.65
23305871,0.74
23306619,0.47
23310375,0.81
23310396,0.8
23311092,0.88
23312923,0.8
23317144,0.57
23320314,0.86
23321474,0.84
23321989,0.84
23323990,0.55
23324168,0.78
23325747,0.7
23327109,0.86
23327962,0.78
23334347,0.56
23336820,0.67
23339656,0.67
23340001,0.83
23358407,0.85
23358649,0.7
23360598,0.82
23369220,0.78
23370526,0.76
23374143,0.71
23375109,0.91
23375924,0.6
23377937,0.79
23379027,0.73
23380141,0.32
23389080,0.83
23393580,0.88
23399938,0.85
23411966,0.73
23412037,0.57
23416911,0.88
23419157,0.65
23419304,0.74
23427894,0.66
23432805,0.86
23433291,0.48
23434250,0.83
23435149,0.73
23436332,0.48
23436428,0.76
23436663,0.7
23436704,0.77
23443945,0.68
23447097,0.73
23448902,0.79
23451825,0.74
23454239,0.71
23454433,0.87
23466430,0.63
23466919,0.81
23467040,0.6
23468029,0.79
23478513,0.57
23481594,0.52
23481782,0.89
23482505,0.74
23482800,0.63
23485127,0.84
23485225,0.88
23485502,0.61
23487067,0.7
23487994,0.84
23496140,0.91
23502564,0.82
23505893,0.9
23507938,0.76
23509129,0.71
23509372,0.75
23517653,0.47
23518156,0.93
23518449,0.88
23518715,0.55
23519364,0.91
23520138,0.59
23520758,0.94
23523108,0.87
23523599,0.85
23526942,0.85
23527081,0.89
23527837,0.83
23528634,0.72
23540440,0.56
23541909,0.82
23546911,0.9
23547808,0.91
23559355,0.84
23561487,0.77
23563987,0.82
23565307,0.7
23565381,0.6
23576621,0.77
23578697,0.58
23578751,0.81
23578800,0.92
23582654,0.59
23583299,0.59
23583730,0.84
23590978,0.62
23595194,0.94
23595313,0.86
23597485,0.59
23597619,0.66
23602526,0.77
23610699,0.89
23611701,0.96
23611702,0.92
23613281,0.68
23613295,0.86
23614159,0.85
23614198,0.85
23615592,0.92
23615744,0.44
23615892,0.95
23616175,0.98
23625512,0.92
23627811,0.71
23630755,0.69
23631177,0.75
23631243,0.88
23633368,0.76
23633673,0.78
23646985,0.58
23650011,0.76
23660289,0.72
23662242,0.63
23663645,0.92
23664613,0.78
23665508,0.88
23667593,0.87
23669514,0.8
23670428,0.64
23672204,0.7
23687236,0.83
23688055,0.83
23695781,0.7
23697190,0.76
23698112,0.84
23709992,0.73
23717521,0.62
23730789,0.78
23731266,0.73
23735490,0.8
23743654,0.92
23745168,0.62
23745799,0.78
23750536,0.75
23751927,0.74
23752030,0.74
23753911,0.94
23756166,0.81
23760122,0.87
23761552,0.71
23767176,0.85
23769826,0.81
23772352,0.79
23772679,0.92
23782655,0.74
23783491,0.63
23783576,0.93
23784390,0.79
23789190,0.6
23789275,0.82
23790873,0.72
23791554,0.91
23800634,0.74
23801650,0.78
23807418,0.96
23808752,0.8
23810309,0.84
23816739,0.58
23822074,0.5
23822542,0.82
23822741,0.73
23823207,0.83
23826731,0.78
23827371,0.85
23841564,0.83
23843626,0.6
23848087,0.59
23848918,0.81
23851933,0.68
23856083,0.86
23857936,0.95
23860132,0.81
23862530,0.92
23871671,0.73
23872979,0.59
23877040,0.81
23879746,0.78
23880065,0.84
23880988,0.69
23883291,0.82
23884043,0.65
23885617,0.83
23890346,0.83
23892974,0.78
23895509,0.73
23896451,0.84
23899304,0.69
23904548,0.82
23905385,0.64
23905549,0.64
23911772,0.65
23916822,0.76
23922770,0.87
23923679,0.87
23925765,0.67
23926329,0.8
23934293,0.59
23936480,0.57
23937358,0.34
23939125,0.7
23945644,0.85
23948398,0.77
23949937,0.45
23958876,0.92
23959778,0.73
23960258,0.81
23965587,0.53
23976574,0.78
23976814,0.73
23978390,0.74
23978619,0.81
23979186,0.66
23981929,0.85
23988039,0.7
23992066,0.47
23992898,0.87
23993294,0.84
23995283,0.7
23997379,0.49
24009358,0.91
24011480,0.83
24017142,0.87
24018591,0.6
24018771,0.63
24021311,0.71
24024651,0.62
24031247,0.85
24033648,0.77
24035118,0.6
24036226,0.82
24036542,0.77
24037121,0.77
24042702,0.42
24053763,0.64
24054587,0.85
24061048,0.87
24063134,0.93
24063433,0.3
24063564,0.81
24064823,0.69
24066181,0.73
24066686,0.74
24066913,0.6
24075558,0.81
24080000,0.46
24084277,0.87
24088415,0.57
24095304,0.88
24099938,0.75
24104072,0.8
24104762,0.69
24111212,0.56
24113302,0.67
24113998,0.75
24114474,0.75
24119846,0.77
24122140,0.88
24128202,0.56
24133046,0.81
24138474,0.96
24139178,0.79
24139716,0.77
24140085,0.83
24140531,0.81
24153049,0.48
24155473,0.85
24158015,0.89
24159515,0.68
24160835,0.85
24166932,0.64
24167131,0.65
24167253,0.82
24173707,0.9
24175102,0.66
24177929,0.76
24178623,0.75
24179082,0.28
24179181,0.75
24179631,0.7
24180322,0.6
24183385,0.86
24183433,0.74
24185291,0.97
24185448,0.86
24185972,0.53
24186035,0.49
24187013,0.74
24187278,0.68
24195973,0.86
24203621,0.57
24204980,0.86
24210021,0.56
24210708,0.84
24218982,0.55
24222776,0.82
24225139,0.7
24225271,0.94
24227562,0.58
24228619,0.74
24229145,0.7
24229770,0.54
24229941,0.79
24230092,0.68
24230468,0.83
24233464,0.78
24238975,0.69
24246910,0.6
24247865,0.75
24250201,0.55
24253909,0.81
24261447,0.83
24263039,0.81
24265852,0.74
24266594,0.93
24267417,0.7
24267604,0.62
24269230,0.82
24269512,0.58
24269590,0.91
24280499,0.73
24281420,0.72
24283050,0.78
24284357,0.82
24285470,0.37
24288635,0.57
24289630,0.66
24290485,0.88
24303233,0.81
24307196,0.86
24308865,0.72
24309686,0.8
24310129,0.87
24310245,0.84
24310781,0.85
24313445,0.76
24314152,0.77
24318656,0.61
24326614,0.62
24332411,0.74
24333970,0.78
24334474,0.88
24334585,0.78
24335381,0.43
24337550,0.68
24343763,0.67
24345008,0.81
24347171,0.78
24349120,0.79
24351707,0.81
24358023,0.64
24358269,0.72
24369125,0.67
24369275,0.62
24371570,0.78
24372066,0.8
24372220,0.92
24374076,0.78
24374786,0.81
24374872,0.82
24378866,0.89
24379222,0.82
24379576,0.84
24394585,0.78
24396414,0.77
24408730,0.75
24409767,0.35
24410492,0.7
24412583,0.76
24413095,0.53
24413898,0.62
24422482,0.96
24429947,0.86
24431126,0.85
24431357,0.86
24432056,0.45
24442189,0.8
24444037,0.75
24444674,0.79
24445601,0.78
24447394,0.77
24447714,0.78
24448342,0.73
24448630,0.74
24450728,0.88
24455362,0.74
24464368,0.98
24465322,0.87
24469246,0.85
24474689,0.8
24476896,0.83
24477242,0.84
24477621,0.89
24488469,0.84
24488488,0.72
24490750,0.97
24491770,0.72
24496096,0.92
24500072,0.85
24501239,0.68
24501265,0.83
24503070,0.92
24517010,0.75
24517031,0.95
24517435,0.79
24517746,0.41
24524476,0.87
24528249,0.68
24534528,0.65
24536343,0.79
24536902,0.55
24537425,0.91
24539098,0.57
24540494,0.49
24541465,0.72
24551299,0.65
24553653,0.61
24554340,0.58
24556893,0.68
24558138,0.74
24558368,0.71
24559548,0.85
24559993,0.78
24560032,0.88
24561319,0.79
24563655,0.93
24567648,0.72
24571917,0.88
24573131,0.84
24573804,0.86
24574090,0.75
24574973,0.55
24577774,0.44
24578961,0.76
24579106,0.36
24582929,0.7
24595000,0.5
24596413,0.74
24596438,0.96
24596531,0.69
24596930,0.83
24597203,0.7
24597889,0.49
24599021,0.87
24600122,0.8
24600450,0.93
24602620,0.89
24604254,0.69
24604410,0.85
24604613,0.74
24608849,0.93
24609324,0.74
24623982,0.89
24624353,0.9
24626008,0.85
24627229,0.13
24628287,0.18
24628849,0.87
24633320,0.54
24634635,0.95
24644957,0.8
24646416,0.81
24649761,0.68
24650295,0.85
24653941,0.81
24656332,0.72
24658451,0.95
24668567,0.73
24668638,0.73
24670920,0.68
24671100,0.78
24672332,0.5
24675008,0.89
24675660,0.82
24676586,0.94
24677894,0.89
24678179,0.79
24678457,0.59
24678630,0.76
24690222,0.8
24696197,0.7
24697526,0.64
24697639,0.56
24708038,0.71
24712232,0.69
24712792,0.84
24713177,0.53
24714129,0.84
24718014,0.93
24719725,0.67
24719903,0.94
24726012,0.9
24730373,0.44
24735993,0.75
24736173,0.82
24738177,0.54
24738386,0.89
24743672,0.82
24748547,0.76
24751979,0.74
24753554,0.64
24754197,0.71
24755125,0.62
24756081,0.9
24759571,0.75
24768921,0.36
24771036,0.69
24771924,0.79
24773347,0.78
24773873,0.87
24775396,0.85
24777029,0.81
24788979,0.47
24790759,0.85
24796952,0.72
24797319,0.86
24798228,0.73
24799403,0.88
24801698,0.58
24801728,0.95
24802972,0.48
24804089,0.9
24807750,0.83
24809164,0.8
24809981,0.8
24817089,0.95
24821874,0.72
24822188,0.22
24825632,0.77
24832706,0.84
24835418,0.88
24835632,0.78
24842900,0.43
24846571,0.9
24847413,0.73
24849491,0.71
24849795,0.66
24850554,0.77
24853244,0.54
24854887,0.49
24855747,0.53
24856695,0.62
24857151,0.75
24863766,0.82
24865416,0.0
24868916,0.72
24869794,0.66
24869992,0.88
24871031,0.88
24874216,0.75
24874294,0.84
24874386,0.84
24874997,0.92
24875795,0.56
24876227,0.66
24886919,0.8
