listing_id,sentiment_score
6000445,0.88
6006017,0.98
6013819,0.95
6014387,0.92
6017439,0.69
6031918,0.94
6032221,0.83
6032518,0.79
6032973,0.87
6039486,0.79
6045404,0.93
6047019,0.79
6054403,0.8
6055191,0.44
6056440,0.84
6066283,0.82
6070850,0.81
6073922,0.72
6076880,0.76
6076960,0.88
6078984,0.77
6085633,0.98
6085693,0.85
6086403,0.91
6090076,0.94
6090639,0.71
6092042,0.82
6093467,0.83
6097682,0.87
6099507,0.95
6100766,0.56
6103707,0.79
6104732,0.97
6107151,0.65
6117125,0.95
6119840,0.67
6121836,0.76
6121871,0.74
6131812,0.88
6134036,0.46
6134740,0.85
6134895,0.8
6140766,0.87
6146714,0.86
6149212,0.96
6154561,0.79
6162690,0.93
6164502,0.77
6166015,0.61
6166558,0.97
6167471,0.62
6167534,0.89
6169312,0.89
6169698,0.67
6169759,0.91
6169860,0.8
6170154,0.78
6170275,0.84
6170708,0.86
6171161,0.89
6181226,0.77
6182564,0.7
6183896,0.66
6184196,0.95
6184381,0.78
6186448,0.64
6193518,0.92
6195276,0.85
6196536,0.8
6197420,0.74
6199020,0.84
6207209,0.87
6208875,0.83
6214925,0.86
6216598,0.96
6223083,0.98
6226872,0.78
6227042,0.81
6232233,0.37
6235796,0.94
6237219,0.91
6238159,0.76
6239007,0.78
6239107,0.92
6245918,0.79
6249151,0.65
6249530,0.77
6255527,0.96
6262197,0.77
6262372,0.86
6262561,0.78
6270968,0.8
6272643,0.85
6273842,0.79
6276416,0.83
6276822,0.77
6277844,0.9
6278049,0.86
6283763,0.79
6288411,0.86
6290257,0.79
6291691,0.95
6291995,0.75
6293287,0.62
6298626,0.73
6299948,0.82
6302619,0.76
6303860,0.93
6309620,0.78
6311589,0.84
6311733,0.83
6312390,0.92
6315732,0.88
6316223,0.79
6317047,0.95
6323080,0.92
6323553,0.96
6324453,0.88
6325322,0.9
6327276,0.86
6331801,0.99
6331919,0.82
6332199,0.81
6342316,0.74
6347338,0.86
6349262,0.85
6349369,0.82
6349559,0.78
6350400,0.82
6353861,0.86
6358595,0.84
6363316,0.66
6364673,0.84
6365193,0.9
6373829,0.8
6377197,0.94
6378503,0.84
6385830,0.76
6404419,0.89
6406630,0.9
6407591,0.76
6411188,0.93
6412306,0.84
6416040,0.92
6416204,0.83
6416686,0.75
6421331,0.86
6421886,0.57
6424036,0.84
6424695,0.81
6425129,0.89
6425616,0.84
6430320,0.73
6436140,0.87
6438283,0.83
6438382,0.8
6439077,0.85
6445326,0.9
6445470,0.96
6448540,0.43
6451534,0.54
6452450,0.86
6452493,0.81
6453150,0.86
